cgpa,backlog_history,attendance_percentage,DSA_problems_solved,GitHub_repos,hackathons_participated,development_projects_count,AI_ML_projects,internships_completed,resume_score,communication_skills,aptitude_score,mock_interview_score,college_tier,branch,coding_score,ai_readiness_score,interview_readiness
0.6843644533882385,-0.5776517352552456,-0.6069119647615832,-0.7102969178704712,0.5761237763235674,-0.8785444237090755,-0.15066102180728866,0.13257118175138594,2.4106129232611346,0.9771033345765117,-1.2779551939872813,1.2408291319667468,-0.6121542950237103,-1.864712941139431,5,7.04,7.67,84.7
1.3107852220595764,0.6565413577608333,-1.1091263021741042,-0.24624823411746818,2.745464525705334,-1.4233038510796516,2.129088122860654,1.7275084020519877,1.242883979055117,0.9771033345765117,-0.450761655709681,1.3864721660745334,-1.0564495945155852,-0.48768737463367745,3,10.78,14.13,85.65
2.0672178483796815,1.8907344507769124,-0.6169562515098344,1.7139574127702168,-0.18314548596005095,-0.8785444237090755,-0.5306192125852791,0.13257118175138594,0.07515503484909927,-0.37433112927265233,1.295535813987475,1.3864721660745334,1.3131253361077475,-1.864712941139431,5,7.705,8.95,96.0
0.25887110108318034,0.6565413577608333,1.2311925101682442,0.7378550090139002,0.793057851261744,0.21097443103207678,0.6092553597486922,0.13257118175138594,0.6590195069521081,-0.4419028524651105,0.008790310000096913,0.6582569955355997,1.0169284697798309,-0.48768737463367745,4,8.845,8.11,88.6
-0.3320918882294014,1.8907344507769124,-1.6916949335726295,1.673953215894958,-0.2916125234291393,-0.3337849963384994,0.22929716897070174,0.13257118175138594,-0.5087094372539096,0.6392447186142207,0.8359838482776972,0.002863342050559348,-1.0564495945155852,0.8893381918720762,1,8.08,9.35,83.4
0.8852918697545182,-0.5776517352552456,-1.5008534853558715,-0.6222876847449017,1.6607941510144506,0.21097443103207678,2.129088122860654,0.13257118175138594,-0.5087094372539096,-0.1716159596952777,0.1007007031420525,-0.8709948625961612,1.0169284697798309,0.8893381918720762,5,9.395,11.67,84.4
-0.2966341088706462,0.6565413577608333,0.1664981148536984,-0.6142868453698499,-0.833947710774581,0.21097443103207678,-0.5306192125852791,1.1958626619517871,-1.6764383814599273,-1.7257655931218163,1.111715027703564,-0.5797087943805876,1.0909776863618101,-0.48768737463367745,3,6.55,11.93,83.85
0.7670992718920002,-0.5776517352552456,-0.1046976273490619,-0.45427005786881436,-1.3762828981200226,0.755733858402653,-1.29053559414126,0.13257118175138594,0.07515503484909927,0.23381437945947148,0.1926110962840081,0.22132789321223947,0.2764363039600395,-0.48768737463367745,3,5.55,11.75,86.6
-0.22571855015313685,-0.5776517352552456,1.1407939294339897,0.20979961026048302,-1.3762828981200226,1.8452527131438052,-1.29053559414126,-0.3990745583488147,0.07515503484909927,0.4365295490368461,-0.08312008314185867,-1.9633176184045618,0.42453473712399775,0.8893381918720762,1,6.115,9.98,79.55
0.05794368471690262,-0.5776517352552456,0.49795957754596354,0.25780464651079366,0.467656738854479,-1.4233038510796516,1.369171741304673,1.7275084020519877,0.07515503484909927,0.9771033345765117,-0.08312008314185867,-0.21560120911112077,-2.0931386266632934,-0.48768737463367745,4,8.695,9.08,76.95
-0.09570669250436849,-0.5776517352552456,1.9744697295387748,-2.286462274755671,-0.4000795608982276,-0.3337849963384994,-0.5306192125852791,-1.462366038549216,-0.5087094372539096,0.5041012722293042,-1.7375071596970593,-0.8709948625961612,-0.3159574286957937,0.8893381918720762,5,4.455,9.57,76.0
-0.22571855015313685,-0.5776517352552456,-0.898196280460846,-0.2382473947424164,0.467656738854479,-0.8785444237090755,0.6092553597486922,1.1958626619517871,0.6590195069521081,0.9771033345765117,-1.1860448008453257,-0.5797087943805876,-0.6121542950237103,-0.48768737463367745,4,8.035,11.05,78.7
1.7362785743646345,0.6565413577608333,-0.04443190685955994,1.6259481796446473,1.118458963669009,-0.8785444237090755,1.369171741304673,2.2591541421521883,1.242883979055117,0.9771033345765117,0.652163061993786,0.8767215466972799,-0.5381050784417312,0.8893381918720762,4,10.6,12.93,89.0
-0.7221274611757054,-0.5776517352552456,-0.436159090041327,-0.2782515916176753,-0.4000795608982276,-0.3337849963384994,0.22929716897070174,-0.3990745583488147,0.6590195069521081,-0.03647251331036131,0.37643188256791926,0.36697092732002623,1.3131253361077475,-0.48768737463367745,4,6.51,8.78,91.0
1.2044118839833118,-0.5776517352552456,-0.6872662587475876,0.6098415790130718,-0.18314548596005095,0.21097443103207678,0.22929716897070174,1.1958626619517871,-1.0925739093569184,-0.3067594060801941,0.37643188256791926,0.7310785125894931,-0.464055861859752,-1.864712941139431,5,8.215,10.31,84.25
-0.2138992903668844,-0.5776517352552456,-2.1135549769991475,0.025780304634292178,1.6607941510144506,0.755733858402653,0.6092553597486922,-0.3990745583488147,-1.0925739093569184,0.8419598881915953,1.295535813987475,-0.4340657602728009,1.3131253361077475,0.8893381918720762,4,9.15,10.52,93.35
-0.0247911337868581,-0.5776517352552456,-0.7877091262300919,-0.8543120266214032,1.0099919261999206,-0.3337849963384994,1.369171741304673,-0.9307202984490154,1.242883979055117,0.9771033345765117,-1.0941344077033701,-2.1089606525123488,-2.1671878432452725,0.8893381918720762,0,7.65,8.11,67.4
0.6016296348844777,1.8907344507769124,1.4320782451332528,0.8338650815145215,0.467656738854479,0.755733858402653,-0.15066102180728866,-0.9307202984490154,-1.0925739093569184,-2.1311959322765657,1.295535813987475,-0.3612442432189075,0.4985839537059769,0.8893381918720762,0,8.005,9.33,81.5
-0.7812237601069634,-0.5776517352552456,-1.1292148756706055,-0.5102759334941768,-1.5932169730581993,-0.8785444237090755,-1.29053559414126,-0.9307202984490154,-1.0925739093569184,-1.3879069771595254,-1.0022240145614145,-0.3612442432189075,-0.9083511613516269,-1.864712941139431,3,4.215,7.81,71.75
-0.7575852405344595,-0.5776517352552456,-2.1838649842369,-0.8463111872463513,1.0099919261999206,1.300493285773229,0.9892135505266826,0.6642169218515865,1.242883979055117,0.9771033345765117,0.8359838482776972,-0.3612442432189075,1.0169284697798309,0.8893381918720762,3,8.855,11.13,91.55
0.9443881686857751,0.6565413577608333,-0.8278862732230927,1.3779221590180424,-0.2916125234291393,1.8452527131438052,-0.9105774033632694,-0.3990745583488147,-1.0925739093569184,-0.6446180220424851,0.9278942414196528,-1.235102447865628,0.2764363039600395,-0.48768737463367745,2,7.995,9.49,81.0
-0.4975615252369239,-0.5776517352552456,-1.6314292130831267,0.23380212838563835,-1.1593488231818458,2.3900121405143815,-0.15066102180728866,0.13257118175138594,0.6590195069521081,0.9771033345765117,-0.3588512625677254,1.3864721660745334,1.3131253361077475,0.8893381918720762,3,7.23,9.31,95.5
-0.5566578241681819,-0.5776517352552456,0.18658668835019954,0.7218533302637967,-1.3762828981200226,-1.4233038510796516,-0.5306192125852791,0.13257118175138594,0.07515503484909927,0.9771033345765117,1.295535813987475,-0.3612442432189075,-0.16785899553183542,0.8893381918720762,2,5.785,9.21,88.0
-1.0767052547632543,-0.5776517352552456,1.3416796643989983,-0.1422373222417951,-1.1593488231818458,-0.3337849963384994,-0.5306192125852791,0.13257118175138594,0.07515503484909927,0.9771033345765117,-0.26694086942576983,-0.5797087943805876,1.2390761195257685,0.8893381918720762,2,5.845,10.39,88.7
0.5661718555257236,-0.5776517352552456,-0.7977534129783418,-0.7102969178704712,0.6845908137926556,0.755733858402653,0.6092553597486922,0.6642169218515865,-0.5087094372539096,0.9771033345765117,0.8359838482776972,0.29414941026613284,0.3504855205420186,-0.48768737463367745,1,8.29,9.64,91.1
-0.10752595229061987,-0.5776517352552456,1.4722553921262536,-0.33425746724303773,0.467656738854479,-1.4233038510796516,1.369171741304673,1.1958626619517871,1.8267484511581258,0.9771033345765117,-2.748521484258571,0.7310785125894931,-1.6488433271714182,-0.48768737463367745,2,8.075,9.89,74.75
0.5661718555257236,-0.5776517352552456,-1.1593477359153566,0.9938818690155571,0.3591897013853907,-1.4233038510796516,-0.9105774033632694,-0.9307202984490154,0.07515503484909927,0.5041012722293042,1.2036254208455195,0.4397924443739196,-0.6862035116056895,0.8893381918720762,2,6.905,8.42,87.0
-1.3840060092057964,-0.5776517352552456,0.025878100378193318,-0.2382473947424164,0.14225562644721404,-0.8785444237090755,-0.9105774033632694,0.13257118175138594,-1.0925739093569184,-0.7797614684274015,-0.26694086942576983,0.9495430637511733,1.3131253361077475,0.8893381918720762,5,6.635,8.65,89.05
-0.30845336865689754,-0.5776517352552456,2.2155326114967857,-1.1903472803735777,0.467656738854479,-0.8785444237090755,0.22929716897070174,0.6642169218515865,0.07515503484909927,-0.03647251331036131,0.37643188256791926,0.7310785125894931,1.0169284697798309,-0.48768737463367745,2,7.04,5.53,91.05
1.7835556135096422,0.6565413577608333,1.7735839945737664,-1.2383523166238883,-0.4000795608982276,1.8452527131438052,-0.9105774033632694,-1.462366038549216,-1.6764383814599273,-1.8609090395067327,-0.450761655709681,0.512613961427813,0.9428792531978518,-1.864712941139431,2,5.76,9.53,82.35
