sleep_hours,screen_time,gaming_hours,study_hours_daily,stress_level,gym_frequency,self_learning_hours,motivation_level,wellness_score,cgpa,attendance_percentage
-0.43335967105885465,0.9010912958756429,-1.5367373290758168,0.941701407528181,-0.5763941281825024,-1.001106180355388,-1.0188109535596204,0.4526998838863126,-0.86,-0.36754966758815555,-0.9885948611951004
2.426316924366463,0.650836540718406,0.19494167379022778,-2.0080008013164035,-0.42472370294072304,-0.0018586004985337216,-1.3233927719902756,0.3848084795842262,-0.8,0.12885924343441302,1.0905724956927376
-0.8146498837822298,-2.3021695701369893,-1.357598121882778,-1.6232570349453703,0.0302875727846151,1.4970127692867476,0.047225410947673074,0.9958311183030039,-1.255,-0.4030074469469107,0.5582252980354655
-1.0052949901439177,-0.09992772475330505,0.0755155356615352,2.4806764730123123,0.9908669326492178,-1.001106180355388,0.4279526839859922,-0.09043135053037867,-3.435,1.3344237416320792,0.38747242331520804
-0.14739201151632222,0.05022512834103697,-1.417311190947124,-0.9178934632651438,-0.4752805113546495,-1.001106180355388,2.027007230746932,0.9958311183030039,-0.915,-0.8875970981832279,-0.6671776852510866
0.04325309484536493,-1.1509976964136996,-0.1633367405958505,0.6852055632808267,-1.081962212321767,0.9973889793583205,0.19951632016300086,0.4526998838863126,0.32,0.968026688258278,-0.6772219719993364
,0.20037798143537944,-0.22304980966019664,-1.3026372296361763,0.9908669326492178,1.4970127692867476,-0.028920043659990815,-1.651933649478366,,-0.6748504220306988,-0.436159090041327
0.5198658607495845,-0.9507938922879104,-0.34247594778888946,-0.6613976190177883,1.4964350167884823,-0.0018586004985337216,-1.0949564081672842,0.4526998838863126,-3.835,-0.9939704362594924,0.43769385705646013
-0.8146498837822298,0.3505308345297215,-1.5367373290758168,-0.5972736579559498,2.002003100927747,1.4970127692867476,0.35180722937832865,-1.5840422451762797,-4.625,-0.8403200590382213,-0.20514049483156616
1.4730913925580236,-0.8506919902250156,0.015802466597188782,-0.789645541141466,0.3336284232681738,-0.5014823904269609,1.0371163208473027,1.0637225226050904,-1.995,0.8852918697545182,0.18658668835019954
0.7105109671112725,-1.8517110108539632,0.7920723644336914,-0.8537695022033046,-1.4358598712192523,-1.500729970283815,0.047225410947673074,0.5205912881883991,0.64,-1.1476208134807635,0.9901296282102334
-1.577230309228981,0.5507346386555108,1.8669076075919262,-1.6232570349453703,-0.3741668945267966,1.4970127692867476,-0.5619382259136374,-0.63356258494707,-1.25,-0.09570669250436849,-1.350189184132115
-0.5286822242396982,0.6007855896869579,2.702890574492775,-0.21252989158491664,-0.4752805113546495,-0.5014823904269609,0.35180722937832865,0.11324286237588056,-1.295,0.28250962065568413,0.49795957754596354
-0.052069458335478644,-1.1509976964136996,-0.04391060246715764,-0.8537695022033046,1.3953213999606295,-0.5014823904269609,-0.18121095287531824,2.0820935871363866,-3.8,0.8143763110370079,0.7691553197487239
-1.0052949901439177,-0.8506919902250156,-0.2827628787245431,-2.072124762378242,0.5864124653378061,-1.001106180355388,0.5040981385936557,-0.4298883720408107,-2.69,-1.0648859949770029,0.698845312510972
-1.1006175433247614,-1.2510995984765945,-0.5216151549819286,1.0699493296518592,0.48529884850995325,1.4970127692867476,-2.0087018634592497,-0.22621415913455148,-2.18,-0.17844151100813027,0.327206702825706
0.5198658607495845,0.30047988349827387,1.3892030550771555,-1.11026534645066,-1.536973488047105,-1.500729970283815,0.5802435932013199,-0.7693453935512428,0.515,-0.20208003058063304,1.13074964268574
0.9011560734729605,0.6007855896869579,0.3143678119189206,-1.4950091128216925,-1.3347462543913993,0.4977651894298934,-0.4857927713059738,0.5884826924904855,0.535,-0.6157541230994398,-2.7061678951459225
-0.052069458335478644,-1.551405304665279,-1.4770242600114705,0.10808991372427733,0.18195799802639448,-1.500729970283815,-2.9985927733588795,2.0820935871363866,-1.84,-0.5212000448094277,-1.189480596160109
0.13857564802620936,-0.7005391371306736,0.5532200881763061,-0.5972736579559498,-0.42472370294072304,-0.0018586004985337216,-1.3995382265979395,-0.63356258494707,-0.935,0.1052207238619092,0.3372509895739559
-0.6240047774205417,0.20037798143537944,0.6726462263049989,1.0058253685900207,0.9908669326492178,-1.500729970283815,-0.25735640748298216,-0.973019606457502,-3.535,-0.5212000448094277,-1.2899234636426131
-0.24271456469716662,0.8009893938127476,0.37408088098326703,-1.1743893075124985,2.204230334583453,-1.500729970283815,0.12337086555533662,1.9463107785322136,-5.45,-0.9585126569007373,0.5381367245389643
1.187123733015492,-1.4012524515709366,-1.357598121882778,1.2623212128373749,0.5358556569238797,-0.5014823904269609,1.2655526846702938,-0.3619969677387243,-2.175,1.807194133082145,-0.7776648394818406
-1.2912626496864494,0.2504289324668266,-0.8201805003036604,-0.7255215800796274,-2.295325614256002,-1.001106180355388,1.2655526846702938,1.8105279699280408,1.775,-1.2185363721982738,-0.24531764182456842
-0.24271456469716662,0.4506327365926163,0.7920723644336914,-0.7255215800796274,0.3336284232681738,-0.5014823904269609,1.7224254123162772,-0.63356258494707,-2.37,0.5543525957394712,0.5984024450284677
-1.1006175433247614,0.30047988349827387,-1.5367373290758168,0.300461796909793,0.7886396989935119,-0.5014823904269609,0.2756617747706644,0.045351458073794156,-2.97,-1.3012711907020347,1.7334068475807654
-1.4819077560481373,0.4506327365926163,0.6726462263049989,0.36458575797163273,-0.4752805113546495,0.9973889793583205,-1.0188109535596204,1.6068537570217816,-1.03,-0.0247911337868581,1.2010596499234931
0.5198658607495845,0.3505308345297215,0.13522860472588136,1.0699493296518592,0.18195799802639448,1.4970127692867476,-0.8665200443442929,-1.991390670988798,-1.745,2.4336149017534807,2.064868310273029
-0.24271456469716662,-0.04987677372185742,1.8071945385275796,1.0699493296518592,0.7886396989935119,0.4977651894298934,0.5802435932013199,-0.22621415913455148,-3.005,-0.5684770839544332,-0.03438762011131009
-1.2912626496864494,0.5507346386555108,-1.1187458456253923,-0.46902573583227203,0.18195799802639448,-0.0018586004985337216,-0.33350186209064603,0.8600483096988311,-2.03,-1.3485482298470413,-1.2597906033978608
-0.14739201151632222,0.7008874917498532,0.9712115716267308,0.8775774464663424,0.4347420400960268,-1.500729970283815,0.6563890478089834,0.11324286237588056,-2.68,-1.2658134113432804,-0.14487477434206417
-1.2912626496864494,1.0512441489699844,0.4337939500476132,-0.0842819694612395,-0.5763941281825024,1.4970127692867476,0.8848254116319748,0.3169170752821398,-0.83,-0.9112356177557307,0.025878100378193318
-0.8146498837822298,0.1503270304039318,-1.0590327765610459,-0.14840593052307807,-0.5763941281825024,1.4970127692867476,0.7325345024166477,1.674745161323868,-0.565,-0.15480299143562645,1.8840711488045219
-0.43335967105885465,-1.551405304665279,0.8517854334980379,0.36458575797163273,-0.2224964692850172,-1.500729970283815,2.1031526853545963,0.8600483096988311,-1.435,0.3770636989456973,1.9945583030352758
-1.0052949901439177,0.650836540718406,0.19494167379022778,0.49283368009530987,0.13140118961246802,-0.5014823904269609,0.4279526839859922,-0.8372367978533292,-2.1,-0.651211902458195,-0.04443190685955994
0.5198658607495845,0.6007855896869579,0.9712115716267308,0.8775774464663424,-0.8797349786660612,0.9973889793583205,-0.18121095287531824,1.2673967355113496,-0.22,-1.4076445287783002,0.9700410547137324
0.13857564802620936,-1.6515072067281735,1.0309246406910768,-0.34077781370859433,0.0302875727846151,-1.001106180355388,-0.18121095287531824,0.9279397140009175,-1.72,1.4880741188533513,-0.9484177142020981
-1.6725528624098254,-1.0008448433193577,-0.6410412931106213,-0.14840593052307807,0.18195799802639448,-1.500729970283815,-1.0949564081672842,-0.7693453935512428,-2.135,0.1761362825794196,0.1464095413571987
-0.14739201151632222,0.4005817855611687,0.5532200881763061,1.7111889402702471,-0.42472370294072304,0.9973889793583205,-0.33350186209064603,-0.2941055634366379,-0.955,0.9325689088995238,-0.7877091262300919
0.7105109671112725,-0.650488186099226,-0.1633367405958505,-1.1743893075124985,1.900889484099894,-0.0018586004985337216,-0.25735640748298216,-2.466630501103403,-4.5,-0.9348741373282344,-0.0846090538525622
1.187123733015492,0.5507346386555108,-1.5367373290758168,1.6470649792084087,-0.27305327769894366,1.4970127692867476,-1.0188109535596204,-1.3803680322700205,-0.835,-0.8048622796794661,-1.1091263021741042
-2.911746053760796,1.1012951000014317,2.7626036435571217,-0.34077781370859433,0.9403101242352914,0.9973889793583205,0.8848254116319748,-0.022539946228292255,-3.66,-0.7812237601069634,0.8997310474759805
0.13857564802620936,-0.800641039193568,-1.5367373290758168,1.1981972517755364,0.4347420400960268,0.4977651894298934,-0.25735640748298216,-0.2941055634366379,-2.05,0.6134488946707302,0.728978172755723
1.4730913925580236,-0.2000296268161999,-1.0590327765610459,0.5569576411571484,-0.42472370294072304,-0.5014823904269609,0.960970866239639,-0.973019606457502,-0.77,-0.42664596651941455,0.0057895268816921825
0.6151884139304289,0.95114224690709,1.9863337457206192,0.4287097190334713,0.48529884850995325,-1.001106180355388,-0.25735640748298216,1.335288139813436,-2.73,0.2943288804419355,-0.47633623703432787
